TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f012755,16,교통비,0,기타,N,2,,,,,1989,
f_f012755,50,교통비,0,버스 + 지하철,N,2,,,,,11850,
f_f012889,12,교통비,0,시외/고속버스,N,1,,,,,25800,
f_f012946,13,교통비,0,시내/마을버스,N,1,,,,,4200,
f_f012946,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-09-01 17:13,3,133100,기차표
f_f012957,5,교통비,0,지하철,N,2,,,,,3850,
f_f012976,12,교통비,0,시외/고속버스,N,2,,,,,5000,
f_f012976,4,교통비,1,택시,N,2,,,2023-09-09 10:33,1,7100,택시비
f_f012976,4,교통비,3,택시,N,2,8678601968,강릉솔향택시협동조합,2023-09-09 16:16,1,4300,택시비 
f_f012976,4,교통비,4,택시,N,2,,용봉운수(주),2023-09-10 00:00,1,9000,택시비
f_f012976,4,교통비,5,택시,N,2,,대영운수(자),2023-09-10 14:57,1,3800,택시비
f_f012976,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-09-01 13:40,1,26000,기차표 
f_f012976,7,교통비,3,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-22 21:36,1,26000,기차표 
f_f012976,7,교통비,4,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-09-09 08:12,1,2700,기차표 
f_f012987,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,104500,
f_f012987,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,39776,
f_f012987,2,통행료,0,렌터카(승용/승합/버스 등등),N,3,,,,,20700,
f_f013057,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f013057,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,14000,
f_f013167,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f013167,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4400,
f_f013167,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13000,
f_f013202,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,60000,
f_f013202,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,2600,
f_f013320,4,교통비,0,택시,N,1,,,,,6700,
f_f013320,50,교통비,0,버스 + 지하철,N,1,,,,,7500,
f_f013320,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,50000,
f_f013422,4,교통비,1,택시,N,2,1298638970,로카모빌리티(주),2023-09-10 11:43,1,9700,택시비
f_f013422,4,교통비,2,택시,N,2,3970401027,,2023-09-09 20:27,1,11700,택시비 
f_f013422,4,교통비,4,택시,N,2,1048183559,주식회사 티머니,2023-09-10 15:49,1,6100,택시비 
f_f013422,5,교통비,0,지하철,N,2,,,,,5960,
f_f013422,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-22 01:22,3,27600,기차표
f_f013422,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-09-09 08:46,3,26000,기차표 
f_f013460,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,37000,
f_f013460,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,11400,
f_f013493,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
f_f013493,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,11000,
f_f013942,50,교통비,0,버스 + 지하철,N,6,,,,,10000,
f_f013942,7,교통비,0,KTX/SRT(고속열차),N,6,,,,,70000,
f_f014045,12,교통비,0,시외/고속버스,N,1,,,,,42000,
f_f014097,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,135800,
f_f014097,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,44899,
f_f014104,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,31880,
f_f014131,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f014131,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,17600,
f_f014134,5,교통비,0,지하철,N,2,,,,,5650,
f_f014140,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f014140,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,26000,
f_f014140,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
f_f014163,50,교통비,0,버스 + 지하철,N,1,,,,,7100,
f_f014163,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-08-28 00:00,1,27600,기차표
f_f014163,7,교통비,2,KTX/SRT(고속열차),N,1,3148210024,한국철도공사,2023-08-31 19:34,1,27600,기차표
f_f014170,12,교통비,0,시외/고속버스,N,2,,,,,89800,
f_f014170,4,교통비,0,택시,N,2,,,,,11900,
f_f014175,4,교통비,1,택시,N,3,2278100531,스마트택시(자),2023-08-29 11:14,1,6200,택시비
f_f014175,4,교통비,2,택시,N,3,2278100486,(자)유일택시,2023-08-29 12:28,1,10600,택시비
f_f014175,50,교통비,0,버스 + 지하철,N,3,,,,,172500,
f_f014452,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f014452,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,12000,
f_f014452,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,11200,
f_f014901,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
f_f014901,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6200,
f_f014972,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f014972,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f015250,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
f_f015250,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
f_f015285,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f015319,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6000,
f_f015367,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
f_f015409,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f015409,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,800,
f_f015409,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10600,
f_f015410,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5400,
f_f015448,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,8,,,,,800000,
f_f015477,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f015477,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11400,
f_f015529,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
f_f015600,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,78000,
f_f015610,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f015610,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13600,
f_f015615,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,103000,
f_f015615,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
f_f015615,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,21300,
f_f015703,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
f_f015703,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5900,
f_f015714,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f015740,4,교통비,0,택시,N,2,,,,,10500,
f_f015740,50,교통비,0,버스 + 지하철,N,2,,,,,39700,
f_f015841,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f015841,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5500,
f_f015842,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f015842,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1700,
f_f015842,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4800,
f_f015905,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f015905,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1900,
f_f015954,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f015975,4,교통비,0,택시,N,1,,,,,19370,
f_f015975,50,교통비,0,버스 + 지하철,N,1,,,,,14500,
f_f016036,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f016036,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11100,
f_f016094,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,90000,
f_f016094,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
f_f016105,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,73000,
f_f016105,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f016105,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
f_f016354,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f016354,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5400,
f_f016354,5,교통비,0,지하철,N,2,,,,,2500,
f_f016357,4,교통비,1,택시,N,2,3141605661,,2023-09-10 22:46,1,12200,택시비 
f_f016357,5,교통비,0,지하철,N,2,,,,,3200,
f_f016357,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-09-07 00:00,1,36200,기차표 
f_f016357,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-09-05 00:00,1,36200,기차표 
f_f016391,12,교통비,0,시외/고속버스,N,2,,,,,19200,
f_f016456,4,교통비,0,택시,N,2,,,,,11400,
f_f016456,50,교통비,0,버스 + 지하철,N,2,,,,,11150,
f_f016456,8,교통비,0,새마을/무궁화열차,N,2,,,,,13400,
f_f016457,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
f_f016457,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f016470,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f016495,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f016495,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16000,
f_f016536,13,교통비,0,시내/마을버스,N,1,,,,,5000,
f_f016536,4,교통비,1,택시,N,1,1298638970,로카모빌리티(주),2023-09-13 09:36,1,5500,택시비
f_f016536,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-09-07 02:49,1,29300,기차표
f_f016536,7,교통비,2,KTX/SRT(고속열차),N,1,3148210024,한국철도공사,2023-09-13 17:55,1,28900,기차표
f_f016571,5,교통비,0,지하철,N,1,,,,,6000,
f_f016634,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
f_f016634,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,4800,
f_f016699,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f016699,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
f_f016739,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f016739,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f016818,4,교통비,0,택시,N,2,,,,,15200,
f_f016818,50,교통비,0,버스 + 지하철,N,2,,,,,14700,
f_f000493,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,98000,
f_f001184,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f001380,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f002486,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f002600,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f003631,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
f_f006888,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f011949,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
